total_mentions;total_followers;total_medals;year;participant_id
15611;26107;0;2020;16371
23095;16812;0;2012;16372
20804;22681;0;2012;16373
28923;31902;0;2012;16374
20499;22632;1;2012;16375
24360;26747;0;2020;16376
15809;25682;0;2012;16377
18156;25123;0;2016;16378
23274;31357;0;2012;16378
16873;13725;0;2016;16379
17524;21023;0;2016;16380
24702;26164;0;2020;16381
28364;23351;0;2020;16382
18382;20576;0;2016;16383
29938;22832;0;2016;16384
24181;22719;0;2020;16385
25943;29227;0;2012;16386
17174;23703;0;2016;16387
27749;22349;1;2016;16389
21282;23794;0;2012;16389
15417;15138;1;2016;16390
27004;24407;0;2012;16390
15429;22010;0;2016;16391
23456;25727;1;2020;16392
20957;23710;0;2012;16393
19100;18784;0;2016;16394
29215;31154;0;2012;16394
19621;20635;1;2020;16395
19750;17321;1;2020;16396
19548;21487;0;2012;16397
21689;26103;0;2012;16398
17661;20116;0;2020;16399
22544;26628;0;2016;16400
27651;28801;0;2016;16401
20012;24957;0;2016;16402
26343;24772;0;2012;16402
20826;22455;1;2020;16403
24631;15158;1;2016;16404
21611;24539;0;2012;16404
29354;22929;0;2016;16405
25380;18955;0;2020;16406
19614;23554;0;2016;16407
20271;25509;0;2016;16408
17573;23723;0;2016;16409
15782;21787;0;2020;16410
26464;16507;0;2012;16411
29458;22911;0;2020;16412
21230;18836;0;2012;16413
27630;28264;0;2016;16414
29863;21551;0;2016;16415
29047;17930;0;2012;16416
28704;29040;0;2016;16417
21907;25346;0;2012;16418
25334;23520;0;2016;16419
15347;17231;1;2016;16420
29646;16677;0;2016;16421
22238;21242;0;2012;16422
24530;13042;0;2016;16423
15753;20129;1;2020;16424
19946;31754;0;2020;16425
27747;22987;0;2016;16426
28003;24524;0;2012;16427
16406;18346;0;2016;16428
23623;22804;0;2016;16429
18150;28089;0;2012;16429
18363;21940;0;2016;16430
16864;22478;0;2016;16431
25347;24419;0;2020;16432
20643;29559;0;2012;16433
26866;19069;0;2020;16434
27458;19880;0;2016;16435
29616;29020;0;2020;16436
25666;16881;0;2016;16437
15175;18008;0;2012;16437
18862;24022;0;2012;16438
21817;16722;0;2012;16439
22579;30455;0;2012;16440
15476;30392;0;2012;16441
20720;15752;0;2016;16442
21615;27631;0;2012;16442
28630;25795;0;2012;16443
27351;23977;0;2012;16444
29944;27259;0;2012;16445
23677;16607;0;2012;16446
29791;21050;1;2020;16447
26926;23417;0;2016;16448
22985;21466;0;2012;16448
27493;23451;0;2016;16449
21841;16769;0;2012;16449
28313;29602;0;2012;16450
17740;20972;0;2016;16451
25334;30782;0;2012;16451
15612;25241;0;2016;16452
25883;22939;0;2012;16452
19659;31658;0;2020;16453
16233;23723;0;2020;16454
25088;30620;0;2020;16455
17054;20024;0;2020;16456
21672;27155;0;2020;16457
22877;19653;0;2020;16458
19479;22050;1;2016;16459
26243;27456;0;2016;16460
29433;24692;0;2016;16461
23565;24748;0;2012;16461
16405;16395;0;2016;16462
23059;21147;1;2016;16463
20783;22911;0;2020;16464
19039;14591;0;2020;16465
26050;22263;1;2016;16466
29134;25743;0;2012;16466
25810;24489;0;2020;16467
21720;25140;0;2020;16468
26179;14663;0;2012;16469
23762;27649;0;2020;16470
19956;22282;0;2012;16471
26592;27775;0;2012;16472
16013;25698;0;2020;16473
20569;20455;0;2020;16474
29261;27544;0;2012;16475
16498;21569;0;2016;16476
21382;29417;0;2012;16477
20050;25904;0;2016;16478
22563;20207;0;2016;16479
22047;20330;0;2016;16480
27437;20836;0;2016;16481
19866;21281;0;2016;16482
22036;19899;0;2016;16483
28150;26435;0;2012;16484
28478;18881;0;2012;16485
15400;27882;0;2020;16486
18528;20518;1;2016;16487
21837;27659;0;2016;16488
16467;21480;0;2012;16489
27274;27061;0;2012;16490
22259;18889;0;2012;16491
22566;28242;0;2016;16492
19848;24199;0;2012;16492
19523;21019;0;2020;16494
29976;22987;1;2012;16495
29042;17566;0;2020;16496
23866;27654;0;2020;16497
16898;24352;0;2020;16498
22056;21991;0;2016;16499
21945;22752;0;2016;16500
24817;24634;0;2020;16501
26582;26373;0;2012;16502
19021;18396;2;2016;16503
22845;19052;1;2012;16503
28138;21713;0;2020;16504
20461;21920;0;2016;16505
18533;28674;0;2012;16505
29834;16816;0;2016;16507
20852;21718;0;2012;16508
27885;24311;0;2020;16509
20020;29681;0;2020;16510
24226;28482;0;2016;16511
18632;20200;0;2020;16512
27762;21717;0;2020;16513
16022;29502;1;2016;16514
22395;15688;0;2016;16515
18287;20925;0;2016;16516
22137;27655;0;2016;16517
21798;16657;0;2016;16518
22415;23934;0;2020;16519
25226;21200;0;2012;16520
24770;20946;0;2016;16521
19897;22336;0;2020;16522
23256;24197;0;2020;16523
21896;18121;0;2016;16524
29874;24282;0;2016;16525
21791;20659;0;2020;16526
25273;20926;0;2016;16527
17273;27627;0;2012;16527
23270;16713;0;2012;16528
24456;27753;0;2016;16529
21135;27074;0;2020;16530
23580;23752;0;2012;16531
20895;27372;0;2016;16532
28389;27157;0;2016;16533
17711;15119;0;2012;16533
21004;19598;0;2020;16534
22433;14729;0;2020;16535
21087;24404;0;2020;16536
23488;16916;0;2016;16537
25804;15270;0;2020;16538
26886;23692;0;2012;16540
25174;14515;0;2020;16541
20736;21973;1;2016;16542
24718;15327;1;2012;16542
27417;21511;0;2016;16543
24019;20728;0;2012;16543
28974;28401;0;2016;16544
20503;18712;0;2020;16545
15323;16030;0;2020;16546
29397;31491;0;2016;16547
23349;14419;0;2016;16548
15612;25518;0;2012;16548
19312;25785;0;2012;16549
22357;20064;0;2020;16550
20462;24892;0;2020;16551
21944;30706;0;2020;16552
18971;19550;0;2020;16553
29592;29416;0;2020;16554
17330;27988;0;2020;16555
23930;12761;0;2012;16556
25971;21245;0;2012;16557
25776;23504;0;2020;16558
29775;28581;1;2016;16559
15978;31581;0;2012;16559
23574;29906;0;2020;16560
19803;25430;0;2012;16561
26474;25113;0;2012;16562
22937;18815;0;2016;16563
27941;15589;0;2020;16564
20607;22060;0;2012;16565
28053;20085;0;2016;16566
26298;20625;0;2012;16566
20170;17939;0;2020;16567
21573;25267;0;2016;16568
15323;18041;0;2016;16569
20703;19740;1;2016;16570
25933;22448;0;2020;16571
23982;24499;0;2020;16572
15954;22327;0;2016;16573
27999;24862;0;2012;16574
16992;18222;0;2020;16575
21731;25193;1;2016;16576
19040;20256;0;2012;16576
28957;22226;0;2016;16577
23843;30395;0;2012;16578
26852;29403;0;2012;16579
18505;27272;0;2012;16580
24583;18667;0;2016;16581
23434;28818;0;2020;16582
16870;25973;0;2012;16583
19976;14753;0;2020;16584
25587;21192;0;2012;16585
23949;27016;1;2020;16586
15005;27503;0;2020;16587
27803;24627;0;2012;16588
21879;16999;0;2012;16589
18812;20701;0;2016;16590
20116;25304;0;2012;16591
25936;19323;0;2020;16592
15185;24707;0;2016;16593
19593;23015;0;2012;16593
16351;27428;0;2020;16594
17135;17120;0;2016;16595
23216;22057;0;2012;16596
26220;25024;0;2020;16597
21367;27065;0;2012;16598
28644;16194;0;2012;16599
21271;20738;0;2020;16600
19204;25473;1;2016;16602
29736;21464;0;2016;16603
24628;20215;0;2012;16603
18777;20578;1;2016;16604
16790;22524;0;2020;16605
21721;19196;0;2020;16606
27544;19035;0;2016;16607
21104;26989;1;2012;16607
25640;22471;1;2016;16608
15833;13473;0;2012;16608
17947;18591;0;2016;16609
28308;17518;0;2020;16610
20327;17575;0;2020;16611
27310;18702;0;2016;16612
23389;23148;0;2016;16613
29927;27817;0;2012;16613
15170;16341;1;2016;16614
23900;22966;1;2012;16614
29235;28684;0;2020;16615
17090;19570;0;2020;16616
27476;25441;0;2012;16617
27321;21487;0;2016;16618
20144;29884;0;2012;16618
22645;19033;1;2016;16619
28600;23968;0;2012;16620
16107;25883;0;2020;16621
27013;19819;0;2016;16622
29316;29433;0;2012;16623
16203;17168;1;2016;16624
29794;14430;0;2012;16624
25745;19044;0;2012;16625
28327;25623;0;2012;16626
26727;23608;0;2012;16627
16219;23980;0;2020;16628
29354;24079;0;2020;16629
26800;20684;0;2012;16630
16008;26385;0;2016;16631
21301;27221;0;2020;16632
28150;28159;0;2016;16633
23269;20955;0;2012;16633
19699;19099;0;2012;16634
28388;20814;0;2020;16635
18685;23509;0;2016;16636
16557;23042;0;2012;16636
22226;21738;0;2020;16637
28622;23492;1;2020;16638
23796;25162;0;2012;16639
25835;15932;0;2016;16640
15140;22820;0;2016;16641
15216;25182;0;2012;16641
17487;23247;0;2012;16642
20511;20653;0;2020;16643
24956;22540;1;2020;16644
27702;19860;0;2016;16645
28695;17273;0;2012;16645
27884;22034;0;2012;16646
19997;17373;0;2016;16647
27468;16988;0;2012;16647
16674;17308;0;2016;16648
24982;24342;0;2016;16649
20774;23565;0;2012;16649
25819;21791;0;2016;16650
22517;23511;1;2016;16652
28525;18274;1;2016;16653
26649;22029;0;2012;16653
16333;30335;0;2012;16654
25207;30553;0;2020;16655
22715;19099;0;2020;16656
19004;23609;0;2016;16657
16841;23976;0;2020;16658
24703;26474;0;2016;16659
16181;25513;0;2020;16660
18174;26765;0;2012;16661
29258;16275;0;2012;16662
29796;23313;0;2016;16663
19651;23893;0;2020;16664
22896;19842;0;2020;16665
25223;26751;0;2020;16666
18581;22176;1;2020;16667
22502;17007;0;2020;16668
15115;25407;0;2020;16669
24627;25316;1;2012;16670
20906;29365;0;2016;16671
15532;21717;0;2016;16672
19485;14170;0;2020;16673
29827;20006;0;2020;16674
29773;24351;0;2016;16675
19031;19929;0;2012;16675
15474;27643;0;2020;16676
19987;20522;0;2020;16677
21865;20359;0;2020;16678
24402;19338;0;2016;16679
16605;21777;0;2012;16680
24540;21925;0;2016;16681
19550;28642;0;2016;16682
15860;16670;0;2012;16682
26329;24476;1;2016;16683
25100;23509;0;2012;16683
15557;23148;0;2012;16684
18799;32154;0;2016;16685
23538;24295;0;2016;16686
28163;21931;0;2012;16686
25124;16565;0;2020;16687
20992;15234;0;2020;16688
16503;20092;0;2016;16689
22661;18391;0;2012;16689
16183;22686;0;2016;16690
24531;23349;0;2016;16691
20782;25408;0;2020;16692
27131;24112;0;2016;16693
29911;27272;0;2016;16694
25388;21785;0;2020;16695
22114;16706;0;2020;16696
27615;29644;0;2016;16697
24196;29038;0;2012;16698
18002;19585;1;2020;16699
20349;14689;0;2020;16700
28476;19235;0;2016;16701
26544;22078;0;2012;16701
19093;21328;0;2020;16702
23233;23334;0;2012;16703
21900;15317;0;2020;16705
26590;24668;0;2020;16706
18259;21637;0;2020;16707
17792;28177;0;2012;16708
27393;23634;0;2020;16709
20006;23003;0;2020;16710
26426;22424;0;2012;16711
17103;22215;0;2016;16712
21161;20348;0;2020;16714
18014;17630;0;2016;16715
29129;18652;0;2020;16716
17813;19401;0;2016;16717
29103;23575;0;2016;16718
15003;23453;0;2016;16719
25729;20105;1;2016;16720
16638;20225;0;2012;16720
24299;19858;0;2012;16721
21488;24478;0;2020;16722
21176;22013;0;2020;16723
25540;22550;0;2020;16724
22992;23086;1;2020;16725
15120;21631;0;2016;16726
27394;20932;0;2016;16727
27158;20836;0;2016;16728
15277;29224;0;2016;16730
27513;20877;0;2012;16730
24332;18513;0;2012;16731
20514;25556;1;2016;16732
16473;20031;0;2012;16733
24106;24805;0;2016;16734
27540;21753;0;2020;16736
19805;15128;0;2020;16737
25603;18870;0;2016;16738
27545;23583;0;2012;16739
15792;29581;1;2016;16740
19753;28064;0;2012;16740
27409;21319;0;2020;16741
24460;21471;0;2016;16742
29221;17843;0;2016;16743
22086;26862;0;2012;16743
22880;21298;0;2016;16744
22839;17759;0;2016;16745
22392;23246;0;2012;16745
21990;23829;0;2020;16746
24122;23557;0;2020;16747
20837;25762;0;2020;16749
29508;22665;0;2012;16750
28104;23924;0;2012;16751
29495;26506;1;2016;16752
22701;20182;0;2012;16752
28325;15731;0;2020;16753
19999;17713;0;2012;16754
28315;19392;0;2012;16755
27034;17082;0;2012;16756
24913;24964;0;2016;16757
25999;23123;1;2016;16758
27855;18349;0;2012;16758
19945;22235;1;2016;16759
20933;19174;0;2012;16760
24077;23705;0;2012;16761
18883;25768;0;2020;16762
27929;18875;1;2016;16763
25355;28527;0;2012;16763
27114;17556;0;2012;16764
24266;16494;2;2020;16765
17522;20088;0;2012;16766
21216;15160;0;2012;16768
24605;23624;1;2016;16770
18164;29666;0;2012;16771
23588;20427;1;2016;16772
28149;21259;1;2020;16773
22630;17632;0;2016;16774
24764;14498;0;2012;16775
24595;14900;0;2012;16776
18302;22060;0;2012;16777
27361;23911;0;2012;16778
29589;14093;0;2020;16779
21552;20740;0;2020;16780
20582;21108;0;2020;16781
24376;17852;0;2020;16782
15748;20608;0;2016;16783
29493;28026;0;2020;16784
16443;14837;0;2016;16785
22284;24262;0;2016;16786
29959;19594;0;2012;16786
17485;26715;0;2016;16787
25433;17783;0;2012;16787
24330;23786;0;2016;16788
19001;26840;0;2020;16789
29177;17755;0;2020;16790
15595;19356;0;2012;16791
22337;23171;0;2016;16791
19137;22545;0;2012;16792
15105;29834;0;2016;16793
21893;21253;0;2012;16794
22553;21433;0;2020;16795
15279;25726;0;2020;16797
28176;14882;0;2016;16798
25206;27532;0;2020;16799
23404;27664;0;2020;16800
22849;23809;0;2012;16801
28362;30652;0;2016;16802
21995;27542;0;2020;16803
23116;18902;0;2020;16804
15467;17768;1;2016;16805
22589;14148;0;2012;16805
24263;20973;0;2020;16807
26787;16439;0;2020;16808
19622;17213;0;2016;16809
15499;25213;0;2016;16810
15322;28863;0;2020;16811
29468;27819;0;2020;16812
25326;15934;0;2012;16813
21531;17039;0;2020;16814
25363;20398;0;2020;16815
25956;17948;0;2016;16816
27908;28856;0;2016;16817
27540;24695;0;2016;16818
15679;20203;0;2016;16819
29588;25888;0;2012;16819
17881;23295;0;2020;16820
25269;16537;0;2020;16821
15946;22301;0;2016;16822
24680;17230;0;2020;16824
26435;15489;0;2020;16825
28371;24727;0;2016;16826
25649;29649;0;2012;16826
22540;20444;0;2016;16827
17241;24022;0;2020;16828
27847;31252;0;2016;16829
21437;18351;0;2012;16829
25201;27940;0;2020;16830
26184;20430;0;2016;16831
27492;14171;1;2012;16831
22801;23322;0;2012;16832
21835;28012;0;2020;16833
19850;28965;1;2020;16834
22235;21181;0;2016;16835
22231;26907;0;2020;16836
28442;25344;0;2020;16837
17413;17119;0;2020;16838
27252;29323;0;2016;16839
20582;23324;0;2012;16839
18406;20286;0;2016;16840
20356;15982;0;2020;16841
26968;28360;0;2012;16842
18427;29504;0;2016;16843
19805;26640;0;2012;16844
29884;28028;0;2012;16845
21890;17380;0;2012;16846
19301;26279;0;2020;16847
16926;16871;0;2020;16848
23202;19729;0;2012;16849
23194;24900;0;2016;16850
17280;29225;0;2012;16850
22308;20937;0;2016;16851
23415;20437;0;2012;16851
19262;30036;0;2012;16852
16423;23236;0;2012;16853
16538;25382;0;2020;16854
26564;20999;0;2020;16855
15548;16852;0;2020;16856
28459;22073;1;2020;16857
16462;22837;0;2012;16858
16911;20132;0;2016;16859
16305;30386;0;2016;16860
22861;21571;0;2012;16860
25934;22636;0;2020;16861
19824;27093;0;2020;16862
19529;20223;0;2012;16863
23507;26691;0;2016;16864
28735;22329;0;2016;16865
24201;24732;0;2012;16866
24061;29637;0;2012;16867
28441;29069;1;2016;16868
24304;30506;0;2012;16868
20917;16690;0;2016;16869
29855;24405;0;2020;16870
20603;23183;1;2016;16871
15519;22536;0;2012;16871
20367;14765;0;2020;16872
21224;23919;1;2016;16873
29339;18817;0;2012;16873
21275;16008;0;2016;16874
18795;27390;0;2012;16874
23108;24881;0;2020;16875
27881;16877;0;2020;16876
29691;17103;0;2020;16877
24476;17656;0;2020;16878
25952;23397;0;2016;16879
23056;17625;0;2020;16880
17887;21036;0;2016;16881
20842;22235;0;2020;16882
15084;21354;0;2012;16883
25353;17740;0;2020;16884
21440;22770;0;2012;16885
27976;22080;1;2016;16886
17569;17982;0;2020;16887
26919;20443;1;2020;16888
24934;23703;0;2016;16888
19783;22628;0;2012;16888
22409;26098;1;2012;16889
26089;23601;0;2016;16890
26260;16079;0;2020;16891
15825;25259;1;2016;16892
15806;26664;0;2016;16893
24951;13748;0;2020;16894
27001;14112;0;2020;16895
20324;14585;0;2016;16896
24802;22393;0;2020;16897
24692;16760;0;2012;16898
29986;21334;0;2020;16899
17797;21765;0;2016;16900
16480;18253;0;2016;16901
25740;22749;0;2020;16903
19177;19886;0;2020;16904
16458;20861;0;2012;16905
16124;27583;1;2016;16906
21397;24091;0;2016;16907
26754;19922;0;2012;16907
24546;21196;0;2016;16908
26260;16916;0;2012;16909
18845;19591;0;2012;16910
21063;16389;0;2020;16911
21263;18777;0;2012;16912
28186;24265;1;2020;16913
25272;17528;0;2016;16914
16527;24954;1;2016;16915
18337;14835;1;2012;16915
18843;27872;0;2012;16916
19131;16327;0;2016;16917
22692;31019;0;2020;16918
16232;25332;1;2016;16919
22940;24270;0;2016;16920
16947;22868;0;2020;16921
16076;25258;0;2020;16922
18028;30663;0;2012;16923
29994;23868;0;2016;16925
29498;18353;0;2016;16926
17928;24121;0;2012;16927
25256;22005;0;2020;16928
18025;23691;0;2016;16929
26438;23263;1;2016;16930
23762;31034;0;2012;16930
24481;18333;0;2016;16931
19833;16597;0;2016;16932
29523;18715;0;2012;16933
26698;23564;0;2020;16934
19909;21495;0;2020;16935
27984;15102;0;2016;16936
25594;26669;0;2020;16937
23257;24128;0;2020;16938
18065;13070;0;2012;16939
22048;25314;1;2016;16940
15088;23948;0;2020;16941
16055;23973;0;2016;16942
27031;22221;0;2012;16943
17146;14599;0;2016;16944
29369;24243;1;2012;16944
28282;22696;0;2016;16945
18919;29981;0;2016;16946
15282;31447;0;2012;16947
26173;12366;0;2016;16948
29447;27670;0;2016;16949
16020;26108;0;2016;16950
29966;18393;0;2012;16950
29582;23900;0;2020;16951
22651;17228;0;2020;16952
23411;18635;0;2020;16953
29711;22498;0;2020;16954
29244;17418;1;2016;16955
16372;27575;0;2020;16956
24384;15893;0;2016;16957
24202;17484;0;2012;16958
26508;28094;0;2020;16959
20775;20547;0;2016;16960
25738;26739;2;2012;16960
15216;20557;0;2016;16961
18960;21191;0;2020;16962
18704;21881;0;2012;16963
28516;20870;0;2020;16964
28770;16032;0;2020;16965
18508;22883;0;2020;16966
20286;27462;0;2020;16967
21721;18817;0;2016;16968
27946;23092;0;2020;16969
20561;21862;0;2012;16970
20958;18873;0;2012;16971
29311;26360;0;2016;16972
28370;23412;0;2016;16973
21585;25342;0;2012;16973
22554;29300;0;2020;16974
20192;22262;0;2016;16975
26813;18788;0;2016;16976
28540;21589;0;2020;16977
26245;18262;0;2012;16978
25555;15607;1;2020;16979
29254;19362;0;2016;16980
24944;15566;0;2012;16980
28633;13629;0;2020;16981
24610;20838;0;2020;16982
28307;24459;0;2020;16983
17249;26824;0;2012;16984
27189;30645;0;2016;16985
23591;27394;0;2020;16986
28983;20248;0;2016;16987
23540;16382;0;2020;16988
28999;17758;0;2012;16989
16080;23146;0;2012;16990
17990;23311;0;2012;16991
15162;19020;0;2012;16992
29286;23987;0;2016;16993
27746;24431;0;2016;16994
20757;23855;0;2016;16995
17878;21260;0;2020;16996
29251;21847;0;2020;16997
27232;24515;0;2016;16998
29632;21757;0;2012;16998
27265;22826;0;2012;17000
20353;23601;1;2016;17001
15416;29225;0;2012;17001
26727;16275;0;2016;17002
22474;19799;0;2016;17003
18972;19417;0;2012;17003
25858;25797;0;2012;17004
19310;23637;0;2020;17005
17776;23744;0;2016;17006
19682;27611;0;2020;17007
23961;27901;0;2020;17008
15350;12547;0;2016;17009
27338;23817;0;2020;17010
19172;15281;0;2020;17011
22408;21482;0;2016;17012
22601;19810;0;2012;17012
20361;19180;0;2012;17013
15534;30086;0;2020;17014
23472;25304;0;2016;17015
28704;25879;0;2012;17015
15312;24634;0;2016;17016
24905;27499;0;2012;17017
23198;24592;0;2016;17018
16375;30360;0;2016;17019
28390;23766;0;2012;17019
19210;24640;0;2016;17020
15341;22606;0;2012;17021
20645;17088;0;2020;17022
16745;24812;0;2012;17023
20351;23017;1;2016;17024
26636;21603;1;2012;17024
25908;26936;0;2020;17025
18380;26129;0;2012;17026
15851;21988;0;2020;17027
20688;22695;0;2020;17028
24865;17080;0;2020;17029
23996;27081;0;2016;17030
19677;29559;0;2012;17030
25291;25824;0;2016;17031
26006;29120;0;2020;17033
20706;18925;0;2020;17034
16534;23489;0;2020;17035
27744;22510;0;2020;17036
16332;21048;0;2012;17037
25783;20732;0;2016;17038
27783;15702;0;2020;17039
19974;20638;0;2020;17040
25258;28342;0;2020;17041
21379;22726;0;2016;17042
16119;17890;0;2020;17043
21924;28647;1;2012;17044
27799;27887;1;2016;17045
18234;15516;0;2012;17046
15046;27382;0;2012;17047
16107;23188;1;2020;17048
28064;26811;0;2016;17049
17958;15334;0;2012;17049
26833;28196;0;2016;17050
18260;25482;0;2012;17051
29662;22610;0;2016;17052
29488;27560;0;2012;17052
20454;19951;0;2020;17053
19250;22023;0;2020;17054
21789;15283;0;2016;17055
15710;18983;0;2012;17056
29945;23837;1;2016;17057
19815;24672;0;2012;17057
16969;21784;0;2012;17058
24006;16179;0;2012;17059
16267;28568;0;2020;17060
25886;21022;0;2016;17061
23271;22256;0;2016;17062
20548;18935;0;2012;17062
18055;25756;0;2020;17063
27647;26598;0;2016;17064
16909;30482;1;2016;17065
24015;21199;0;2020;17066
19010;27657;0;2020;17067
29615;15539;0;2012;17068
20104;29541;1;2016;17069
15643;15240;0;2020;17070
24382;28323;1;2016;17071
16572;17219;0;2016;17073
20437;21674;0;2020;17074
20064;23728;0;2016;17075
28225;26980;0;2020;17076
22094;15893;0;2016;17077
28096;18245;0;2012;17077
25248;15545;0;2012;17078
25992;26643;0;2020;17079
28473;28820;0;2012;17080
26808;21761;0;2012;17081
29186;18969;0;2012;17082
18668;23029;1;2016;17083
28052;27160;0;2020;17084
20159;12646;0;2016;17085
22900;24116;0;2016;17086
16264;21012;0;2012;17087
23564;21294;0;2016;17088
27409;14664;1;2020;17089
18849;18052;0;2020;17090
22173;21932;0;2012;17091
22486;21084;0;2012;17092
15661;21791;1;2016;17093
18178;30231;0;2016;17094
24826;25840;0;2020;17095
22206;24969;0;2020;17096
24681;16900;0;2020;17097
23519;26648;0;2020;17098
28644;25050;0;2016;17099
29327;25223;0;2012;17099
28600;23528;1;2020;17101
20143;20242;0;2016;17102
25653;23768;0;2016;17103
20115;21068;0;2012;17103
25135;20012;1;2016;17104
18049;28304;0;2012;17104
18251;21167;0;2020;17105
22751;17679;0;2020;17106
20427;19632;1;2016;17107
17269;17521;0;2016;17108
21529;28024;0;2012;17109
15598;16094;0;2016;17110
19601;17931;0;2016;17111
24010;21182;0;2012;17111
15726;26518;0;2012;17112
23522;22985;0;2020;17113
23748;18231;0;2012;17114
17491;24075;0;2020;17115
15661;25351;1;2012;17116
21809;24863;0;2012;17117
15863;25553;0;2020;17118
24205;29035;0;2012;17119
20125;22679;0;2012;17120
26237;14950;0;2020;17121
18082;18284;1;2016;17122
19543;25225;0;2016;17123
24159;30687;0;2012;17123
24620;24952;0;2020;17124
18074;25477;0;2016;17125
25107;19456;0;2012;17125
25648;25002;0;2020;17126
21633;22699;0;2020;17127
22285;22234;0;2020;17128
20821;15729;0;2016;17129
26511;19926;0;2020;17130
16594;31341;0;2020;17131
24525;27543;1;2016;17132
27755;21054;1;2016;17133
16137;16043;1;2012;17133
27470;30506;0;2020;17134
23249;24163;0;2012;17135
18501;22064;0;2012;17136
28630;30658;0;2012;17137
23382;19828;1;2016;17138
26682;20406;0;2012;17138
27871;29463;0;2020;17139
28841;14891;0;2016;17141
27159;25253;0;2020;17142
23079;22527;1;2020;17143
20056;19772;0;2016;17144
19909;28013;0;2016;17145
17053;16625;0;2020;17146
26760;20422;0;2016;17147
29043;25213;0;2016;17148
23562;20628;0;2020;17149
27100;29052;0;2012;17150
28659;19817;0;2012;17151
16554;20372;0;2012;17152
18397;19750;0;2020;17153
21883;23082;0;2020;17154
27046;12498;0;2012;17155
18087;18042;0;2012;17156
18033;25843;0;2020;17157
26869;27817;0;2020;17158
19908;28556;0;2012;17159
20852;22461;0;2012;17160
23163;32446;0;2016;17161
27718;28591;0;2012;17161
15719;23224;0;2020;17162
15948;27957;0;2016;17163
17580;29291;1;2016;17164
27835;25689;0;2016;17165
27795;28298;0;2020;17166
23350;23414;0;2020;17167
23252;25564;0;2020;17168
25050;28839;0;2016;17169
28774;21112;0;2016;17170
27560;21202;0;2016;17171
15308;21179;0;2020;17172
27758;25272;0;2020;17173
16763;20951;0;2020;17174
27416;18785;0;2020;17175
15683;27922;0;2020;17176
25195;19957;0;2020;17177
19536;31949;0;2020;17178
27174;14294;0;2020;17179
18910;29030;0;2012;17180
28535;30182;0;2016;17181
25854;21209;0;2012;17182
20962;15444;0;2016;17183
23065;24824;0;2012;17183
19479;25060;0;2020;17184
15992;27875;0;2016;17185
28539;27234;0;2012;17186
29058;26995;0;2016;17187
19804;29268;0;2012;17188
16926;23209;0;2020;17189
27222;22471;0;2012;17190
17958;25210;0;2016;17191
26496;16766;0;2020;17192
21247;27350;0;2012;17193
15910;26306;0;2012;17194
23471;19130;0;2016;17195
20093;22693;0;2016;17196
28938;18531;0;2016;17197
19440;26897;0;2016;17198
21631;24245;0;2020;17199
26344;13526;0;2020;17200
15666;22580;0;2016;17201
25072;16770;0;2012;17201
29152;25086;0;2016;17202
28751;24811;0;2012;17202
24719;18474;0;2012;17203
23124;15048;0;2020;17204
26687;20280;0;2020;17205
24659;20169;0;2012;17207
24402;22933;0;2020;17208
27315;25598;1;2016;17209
22684;30430;0;2016;17210
28264;19008;0;2012;17210
22106;25658;0;2020;17211
18758;30638;0;2016;17212
24649;21977;0;2012;17212
23112;21990;0;2012;17213
17353;20133;0;2020;17214
26368;18136;0;2012;17215
28635;16311;0;2016;17216
19113;14975;0;2020;17217
26993;24761;0;2016;17218
22521;21125;0;2020;17219
17139;15220;0;2016;17220
26540;25695;1;2020;17221
23067;18544;0;2012;17222
19926;17481;0;2016;17223
24015;19572;0;2020;17224
20982;25924;0;2020;17225
16924;25660;0;2016;17226
27321;14612;0;2016;17227
29916;24726;0;2012;17227
17759;16003;0;2016;17228
27065;30419;0;2020;17229
18263;25509;0;2016;17230
25032;17189;0;2012;17230
24048;19357;0;2020;17231
28810;13518;0;2016;17232
18572;21997;0;2016;17233
24127;19018;0;2012;17233
24358;26554;0;2016;17234
29587;27973;0;2012;17234
19173;22524;0;2020;17235
18117;23000;0;2012;17236
27253;19871;0;2020;17237
16943;19172;0;2020;17238
15847;15059;0;2020;17239
26554;28803;0;2020;17240
17875;23503;0;2020;17241
26724;16816;0;2012;17242
28547;21673;1;2020;17243
22789;14846;0;2012;17244
23891;19903;0;2016;17245
15342;15110;1;2020;17246
25049;28531;0;2016;17247
19676;20889;0;2012;17247
23053;28374;0;2016;17248
28625;23572;0;2020;17249
22257;25775;1;2020;17250
18204;20580;0;2016;17251
23746;22073;0;2020;17252
19975;22508;0;2016;17253
19898;21009;0;2020;17254
17589;17902;0;2016;17255
29967;21676;0;2016;17256
15955;27179;1;2016;17257
27653;26900;0;2012;17258
16383;24230;0;2020;17259
16310;21723;0;2016;17260
29197;18577;0;2012;17260
15726;18330;0;2020;17262
24554;18764;0;2020;17264
25190;17623;0;2020;17265
16014;17096;0;2016;17266
24361;28154;0;2012;17266
29279;15130;0;2016;17267
29334;25936;0;2020;17268
18749;23737;0;2016;17269
19718;18595;0;2012;17270
17860;16669;0;2020;17271
17040;18419;1;2016;17272
22126;19035;0;2012;17272
19299;29560;0;2020;17273
29936;21175;0;2016;17274
29196;13527;0;2012;17274
16603;22877;0;2020;17275
21090;22937;0;2020;17276
19853;23707;1;2020;17277
